,location,company,title,salary,description,review,star,country
6,Kew VIC,Advice2Talent,Client Services Officer,"$65,000 a year","Everything is on the cloud so there is a push for no paper in this office.
Our Client based in Kew has been delivering advice since 2002.",,,Australia
7,Melbourne VIC,PRA,Recruitment Consultant - Melbourne,"$80,000 - $90,000 a year","Recruitment Consultant - Project Services - Melbourne.
PRA is a leading Digital & IT Recruitment company with offices in Brisbane, Sydney, Canberra and…",,,Australia
9,Melbourne VIC,Adaps,Core Java developer,"$70,000 - $90,000 a year","Spring (Core, MVC, Boot), Struts, JPA/Hibernate, Microservices (API).
Tier1 bank in Melbourne CBD.
Permanent role with salary is $70k – $90k incl. of super and…",,,Australia
4,,Carrington King Pty Ltd,Business Development Manager,"$125,000 - $140,000 a year","Customer Experience technology scale-up.
One of Australia’s most innovative SaaS businesses.
Melbourne, Sydney or Brisbane location.",,,Australia
5,,Synch Solutions,IAM Security Engineer,,"Candidates with good implementation experience using CIAM technologies like - ForgeRock, Ping and Okta.
Experience with continuous integration/delivery.",,,Australia
6,Melbourne VIC,Michael Page,Head of CRM,,"9 months fixed term contract.
You will define and roll out the automation of work and processes for CRM to become a more scalable department, sending out…",,,Australia
7,Melbourne VIC,Deloitte,Security Engineer | Platform Engineering,,"The role will focus on security engineering, automation, security tooling and operational readiness of cloud-based solutions, with a focus on cloud native…",,,Australia
8,Melbourne VIC,Red Resources,Senior Cloud Engineer,,"Here's that word again ""Digital Transformation"".
Yes it's true, Our awesome client is on their ""journey"" like most well established enterprise companies who…",,,Australia
9,Melbourne VIC,Aginic,Data Science Lead (Melbourne),"$100,000 - $120,000 a year","Good knowledge of data technologies and concepts, including ideally business intelligence, data architecture, cloud architecture and data pipelining.",,,Australia
10,Melbourne VIC,Talent International,Patch Management Engineer,,"Vulnerability & Patch Management for cloud managed devices.
Contract: Initial 6 Months + Extensions.
Daily Rate: Dependent on your experience.",,,Australia
11,Melbourne VIC,Adaps,Office 365 & Exchange Consultant,,In-depth understanding of the security challenges around Office 365 and other cloud services in a regulated financial organization.,,,Australia
12,Melbourne VIC,Versent,Data Engineer,"$100,000 - $130,000 a year","Experience with AWS cloud data services: EMR, RDS, Redshift, Kinesis, Glue.
Versent is a rapidly growing services, product and platform company that works…",,,Australia
13,Melbourne City Centre VIC,Appetency Recruitment Services,Salesforce Technical Lead,,"Added advantage if Salesforce marketing cloud implementation.
Other titles for this role in other organisation might be: Salesforce Analyst, Process Analyst,…",,,Australia
14,Melbourne VIC,Genesis IT&T Pty Ltd,Identity Access Management (IAM) Specialist - Okta | ForgeRock | Java,,"6 Months Contract (with the view to extend).
A leading global IT company is currently looking for an experienced Identity Access Management (IAM) Specialist to…",,,Australia
15,Melbourne VIC,HCM Australia,Oracle Cloud Finance Consultant,,"Implemented other cloud applications such as cloud GL, FA, AR, CM.
OTBI for AP and AR cloud transactions from a GST Tax perspective.",,,Australia
0,Melbourne VIC,CircuIT Recruitment Group,Polyglot Developer | Mid-Senior,"$130,000 a year","Up to $130K + Super.
We are working with one of the most well-respected consultancies within the tech and Agile communities, on a global scale.",,,Australia
1,Melbourne VIC,Greythorn Specialist Technology Recruitment,Network Administrator,,"Reporting to the CIO and working closely with another skilled Systems and Network Administrator, Technology Service Desk Team and POS Development Team, you will…",,,Australia
2,Melbourne VIC,SMC Executive,Technology Risk Partner,"$120,000 a year","Big 4 Bank seeks IT CLOUD experience.
1st Line Risk Partnering Role.
Strengthen the IT Risk & Control Environment and provide guidance & assurance.",,,Australia
3,Broadmeadows VIC,Recruitment Alternative,Administration & Sales Support,,"Cage order processing, despatch and carton cloud.
Join a team that value honesty, integrity and loyalty.
Full-time position offering an immediate start.",,,Australia
4,Melbourne VIC,Greythorn Specialist Technology Recruitment,DevOps Engineer,,"Knowledge of cloud monitoring tools (Datadog, AppDynamics, CloudTrail).
Be part of the journey for this fast growing company, APPLY NOW and start building cloud…",,,Australia
5,Melbourne VIC,Smaart Recruitment JA,Plumbing Estimator Coordinator,"$50,000 - $70,000 a year","$50,000 - $70,000 + super (depending on experience).
Plumbing experience or understanding building plans is required.
High level of attention to detail.",,,Australia
6,Melbourne VIC,Davidson Recruitment,DevOPs/ Cloud Trainer/ Instructor,,"Mentoring junior engineers on cloud best practices.
Looking for a Lead Instructor / Trainer (cloud / devOps) to help building the eco-system for a cloud native…",,,Australia
7,Melbourne VIC,Auscare Support,Sub-Contracted Support Coordinator - Melbourne,$60 an hour,"All of the back office systems are cloud based.
Autonomous self-motivated Support Coordinator role;
Very flexible - choose your hours and days of work, HIGHLY…",,,Australia
8,Melbourne VIC,Redwolf + Rosch,Ruby on Rails developer,"$100,000 - $140,000 a year","Non-For Profit empowering the world.
$100K - $140K + Super.
Join an international company on an established, successful product.
$100K - $140K + Super.",,,Australia
9,Melbourne VIC,Davidson Recruitment,Database Administrator/ DevOps Engineer,,"A large financial services client of us.
Looking for a Database Administrator (Oracle) with Devops and Automation experience.
Want to know more about Davidson?",,,Australia
0,Melbourne VIC,Experis,DevOps Engineer,,"Knowledge of cloud monitoring tools (Datadog, AppDynamics, CloudTrail).
Be part of the journey for this fast growing company, APPLY NOW and start building cloud…",,,Australia
1,Melbourne VIC,Veritas JA,Recruitment Consultant - Office Support,"$70,000 - $95,000 a year","Work on cloud-based Bullhorn system; work off your phone, tablet or anywhere you please.
We don't hammer the KPI's.
We treat you as an adult.",,,Australia
2,Melbourne VIC,Adaps,Desktop Engineer,,"In depth understanding, and practical experience of application and OS deployment using System Centre tools including cloud based monitoringmanagement.",,,Australia
3,Melbourne City Centre VIC,Clicks IT Recruitment,Lead Salesforce Developer,$880 - $900 a day,"Experience in Salesforce architecting solutions and designing system providing information management, data services, systems integration, enterprise and cloud…",,,Australia
4,Melbourne City Centre VIC,Peoplebank,Business Analyst/Compliance Analyst,,"Work with the requirements of a high security cloud computing environment.
Our client, a large Australian Enterprise, seeks a Business Analyst with compliacne,…",,,Australia
5,Melbourne VIC,Adaps,Windows Patch Management Engineer,,"Vulnerability & Patch Management for cloud managed devices.
As an integral part of the Collaboration Services team, the Patch Management Engineer is responsible…",,,Australia
6,Melbourne VIC,Talent International,Forgerock Developer,,"Experience with one of the major cloud providers (Google Cloud, Azure, AWS) as well as Docker/Kubernetes/Openshift.
Contract: 6 Months + Extensions.",,,Australia
7,Melbourne VIC,Michael Page,Data Driven Marketing and Insights Specialist,,"Working closely with the Head of Marketing, this person will be using internal insights and analysis develop and implement integrated reporting and feedback…",,,Australia
8,Frankston VIC,Kynection,Internet of Things (IoT) Support Officer with Developer Skills,"$50,000 a year","It’s the Little Things that Count.......
Do you want to get your foot in the door with a fast-growing SaaS and Hardware IoT provider?
What We Require of You.",,,Australia
9,Essendon VIC,AllSquares,Development Lead,,"Excellent technical understanding around software and infrastructure (cloud, Azure, AWS.
Development Lead - Fast Growth Hardware / Software Company.",,,Australia
0,Melbourne VIC,Bluefin Resources,Technical Solution Architect - Cloud,,"Technical Solution Architect with cloud expertise.
Technical Solution Architect with cloud expertise to deliver complex solutions at a leading edge consultancy.",,,Australia
1,Melbourne VIC,Michael Page,Front-end Web Developer,"$80,000 - $90,000 a year","Cloud Communications Platform Tech Company.
A great opportunity for an experienced Front End Developer to join an Australian tech company based in Melbourne's…",,,Australia
2,Melbourne VIC,Adaps,Senior SharePoint BA,,"Understanding of cloud (AWS, Azure etc) in the context of SharePoint.
Good working knowledge of SDLC, NFRs, security, cloud, hardware and software.",,,Australia
3,Melbourne VIC,Saul Recruitment,NETWORK ENGINEER - AWARD WINNING MSP!,"$90,000 - $120,000 a year","Be a technical leader and mentor working on loads of cloud project work.
A senior technical role in a successful and ever-growing MSP!",,,Australia
4,Melbourne VIC,IT Alliance Australia,Scrum Master,,"We are hiring for a Scrum Master for a 3 months+ role for our client at Melbourne, Australia.
Experience is playing the Scrum Master role for at least two years…",,,Australia
5,Melbourne VIC,Adaps,FULL STACK DEVELOPER,,"In depth understanding of cloud-native architecture.
Large Financial Organization in Melbourne CBD.
Work life Balance and Great culture to work.",,,Australia
6,Melbourne VIC,AWS Australia Pty Ltd,Senior Account Executive,,"Do you have the business savvy, public sector industry experience and the technical background necessary to help further establish Amazon as a leading cloud…",,,Australia
7,Toorak VIC,Ambition,Full-Stack Developer,,"Experience in cloud technologies, preferable with Azure or AWS.
The organisation operates a sophisticated IT platform deployed in hybrid Azure cloud environment…",,,Australia
